Sample_ID,Timestamp,Location_ID,Water_Temp_C,pH_Level,Turbidity_NTU,Dissolved_Oxygen_mgL,Microplastic_Count_per_m3,Dominant_Polymer,Dominant_Morphology,Average_Particle_Size_mm,Risk_Level
SMP-2026-0929,04-06-2026 16:00,LOC-108,16.3,7.24,32.57,9.04,245,PVC,Foam,1.98,Medium
SMP-2026-0930,04-06-2026 20:00,LOC-107,14.2,7.02,37.28,8.83,447,PS,Microbead,0.16,High
SMP-2026-0931,05-06-2026 00:00,LOC-108,26.8,7.24,20.36,5.52,307,PVC,Fragment,1.64,Medium
SMP-2026-0932,05-06-2026 04:00,LOC-103,21.5,8.12,36.36,8.23,403,PE,Film,1.65,High
SMP-2026-0933,05-06-2026 08:00,LOC-106,10.4,8.13,0.85,10.1,39,PE,Fiber,1.93,Low
SMP-2026-0934,05-06-2026 12:00,LOC-101,9.4,8.04,41.64,11.91,274,PS,Film,2.36,Medium
SMP-2026-0935,05-06-2026 16:00,LOC-107,17.7,7.17,20.23,9.24,180,PS,Film,0.12,Medium
SMP-2026-0936,05-06-2026 20:00,LOC-101,12.4,7.85,25.13,10.13,495,PA,Film,1.78,High
SMP-2026-0937,06-06-2026 00:00,LOC-109,13.1,7.46,11.84,9.75,110,PS,Film,2.08,Medium
SMP-2026-0938,06-06-2026 04:00,LOC-101,25.6,7.42,33.54,6.74,616,PET,Fragment,1.23,High
SMP-2026-0939,06-06-2026 08:00,LOC-101,9.8,7.36,3.91,10.67,43,PVC,Foam,2.36,Low
SMP-2026-0940,06-06-2026 12:00,LOC-107,22.3,8.28,39.33,6.94,542,PS,Microbead,0.84,High
SMP-2026-0941,06-06-2026 16:00,LOC-102,13.4,8.08,37.35,9.97,339,PP,Film,1.14,Medium
SMP-2026-0942,06-06-2026 20:00,LOC-105,23.2,7.77,10.11,5.97,95,PA,Film,3.37,Low
SMP-2026-0943,07-06-2026 00:00,LOC-108,22.4,7.31,36.51,6.56,616,PP,Film,1.25,High
SMP-2026-0944,07-06-2026 04:00,LOC-108,8.1,7.42,35.49,11.41,855,PE,Foam,1.25,Critical
SMP-2026-0945,07-06-2026 08:00,LOC-103,18.2,7.67,28.63,8.78,191,PVC,Fiber,2.11,Medium
SMP-2026-0946,07-06-2026 12:00,LOC-107,10.8,7.14,17.12,10.36,249,PS,Fiber,3.4,Medium
SMP-2026-0947,07-06-2026 16:00,LOC-103,25.3,7.87,12.58,6.31,261,PP,Fragment,3.44,Medium
SMP-2026-0948,07-06-2026 20:00,LOC-106,25.4,6.94,10.81,5.57,174,PVC,Fiber,2.05,Medium
SMP-2026-0949,08-06-2026 00:00,LOC-106,16.4,7.6,14.68,9.55,329,PE,Film,0.05,Medium
SMP-2026-0950,08-06-2026 04:00,LOC-103,16.9,6.26,40.71,9.04,370,PET,Film,3.16,High
SMP-2026-0951,08-06-2026 08:00,LOC-107,14.1,7.12,3.96,9.92,122,PA,Film,2.02,Medium
SMP-2026-0952,08-06-2026 12:00,LOC-103,22.3,8.44,37.38,7.55,489,PVC,Fragment,1.31,High
SMP-2026-0953,08-06-2026 16:00,LOC-108,15.2,7.92,16.03,9.48,205,PVC,Film,2.91,Medium
SMP-2026-0954,08-06-2026 20:00,LOC-110,13.4,8.17,23.71,9.74,553,PET,Fiber,1.43,High
SMP-2026-0955,09-06-2026 00:00,LOC-104,16.6,7.07,35.85,9.58,596,PVC,Foam,0.17,High
SMP-2026-0956,09-06-2026 04:00,LOC-101,9.8,7.45,39.85,11.14,633,PE,Foam,2.88,High
SMP-2026-0957,09-06-2026 08:00,LOC-104,22.9,8.04,15.84,7.05,333,PE,Microbead,1.93,Medium
SMP-2026-0958,09-06-2026 12:00,LOC-107,8.3,7.72,21.05,11.51,365,PET,Fiber,1.22,High
SMP-2026-0959,09-06-2026 16:00,LOC-104,20.9,7.65,18.95,7.72,175,PA,Film,0.92,Medium
SMP-2026-0960,09-06-2026 20:00,LOC-106,11.7,8.22,1.09,10.4,43,PS,Foam,2.1,Low
SMP-2026-0961,10-06-2026 00:00,LOC-109,12.6,6.88,13.67,10.44,128,PP,Fiber,0.77,Medium
SMP-2026-0962,10-06-2026 04:00,LOC-101,20.7,7.31,20.93,7.32,462,PS,Foam,1.17,High
SMP-2026-0963,10-06-2026 08:00,LOC-105,27.9,6.52,18.79,5.2,488,PVC,Film,2.25,High
SMP-2026-0964,10-06-2026 12:00,LOC-107,23.6,6.85,32.63,7.2,432,PP,Foam,3.09,High
SMP-2026-0965,10-06-2026 16:00,LOC-101,12.5,7.94,17.62,10.18,260,PET,Microbead,1.89,Medium
SMP-2026-0966,10-06-2026 20:00,LOC-104,11.5,6.94,22.28,11.04,149,PET,Microbead,2.67,Medium
SMP-2026-0967,11-06-2026 00:00,LOC-106,25.3,7.77,19.62,6.61,129,PA,Foam,2.68,Medium
SMP-2026-0968,11-06-2026 04:00,LOC-102,16.9,8.23,33.46,8.65,804,PP,Fiber,2.34,Critical
SMP-2026-0969,11-06-2026 08:00,LOC-110,10.7,7.31,38.9,11.08,316,PE,Fiber,0.9,Medium
SMP-2026-0970,11-06-2026 12:00,LOC-105,25.2,7.66,24.17,7.04,354,PP,Fiber,3.04,High
SMP-2026-0971,11-06-2026 16:00,LOC-110,24.3,7.77,35.63,6.93,780,PVC,Foam,1.56,Critical
SMP-2026-0972,11-06-2026 20:00,LOC-101,27.7,6.79,13.71,6.02,324,PE,Fiber,0.2,Medium
SMP-2026-0973,12-06-2026 00:00,LOC-106,26.2,7.09,24.59,6.05,397,PET,Film,0.89,High
SMP-2026-0974,12-06-2026 04:00,LOC-106,25,6.9,15.86,7,277,PP,Microbead,2.69,Medium
SMP-2026-0975,12-06-2026 08:00,LOC-104,9.1,7.13,18.93,10.98,368,PS,Film,0.29,High
SMP-2026-0976,12-06-2026 12:00,LOC-108,10.1,7.76,33.09,11.14,825,PA,Fiber,0.56,Critical
SMP-2026-0977,12-06-2026 16:00,LOC-104,19.4,7.1,39.73,9.46,692,PS,Film,2.45,High
SMP-2026-0978,12-06-2026 20:00,LOC-108,18.6,7.38,5.91,8.69,124,PA,Fiber,3.13,Medium
SMP-2026-0979,13-06-2026 00:00,LOC-108,17.2,6.88,28.74,8.63,180,PVC,Foam,2.24,Medium
SMP-2026-0980,13-06-2026 04:00,LOC-105,15.9,8.01,26.41,9.02,203,PS,Film,0.82,Medium
SMP-2026-0981,13-06-2026 08:00,LOC-104,16.6,7.13,5.77,8.98,110,PP,Foam,0.23,Medium
SMP-2026-0982,13-06-2026 12:00,LOC-102,19.4,8.16,9.93,8.61,253,PP,Foam,2.17,Medium
SMP-2026-0983,13-06-2026 16:00,LOC-103,8,7.43,14.34,11.67,340,PS,Fragment,0.21,Medium
SMP-2026-0984,13-06-2026 20:00,LOC-103,13.2,6.7,7.93,9.72,223,PP,Fiber,2.16,Medium
SMP-2026-0985,14-06-2026 00:00,LOC-104,18.4,7.31,11.35,8.15,187,PVC,Microbead,0.83,Medium
SMP-2026-0986,14-06-2026 04:00,LOC-104,22.4,6.87,12.41,7.36,283,PE,Fiber,3.17,Medium
SMP-2026-0987,14-06-2026 08:00,LOC-110,11.5,7.69,15.44,10.57,361,PVC,Microbead,1.69,High
SMP-2026-0988,14-06-2026 12:00,LOC-105,18.9,7.27,33.85,8.56,628,PA,Fiber,0.82,High
SMP-2026-0989,14-06-2026 16:00,LOC-104,22.3,7.48,25.95,7.77,327,PVC,Foam,2.99,Medium
SMP-2026-0990,14-06-2026 20:00,LOC-110,16.9,7.22,44.39,10.29,660,PA,Film,0.93,High
SMP-2026-0991,15-06-2026 00:00,LOC-108,8.5,7.12,18.96,10.72,439,PP,Film,1.11,High
SMP-2026-0992,15-06-2026 04:00,LOC-106,17,6.91,34.05,9.24,397,PE,Fragment,2.93,High
SMP-2026-0993,15-06-2026 08:00,LOC-106,13.9,7.82,39.28,9.88,933,PP,Microbead,1.12,Critical
SMP-2026-0994,15-06-2026 12:00,LOC-108,26.6,7.31,30.71,5.1,321,PET,Microbead,1.47,Medium
SMP-2026-0995,15-06-2026 16:00,LOC-107,10.5,7.24,18.83,11.47,394,PP,Microbead,1.25,High
SMP-2026-0996,15-06-2026 20:00,LOC-110,21,7.3,34.03,7.91,623,PA,Foam,0.45,High
SMP-2026-0997,16-06-2026 00:00,LOC-110,9.1,7.06,9.56,11.67,206,PP,Microbead,0.18,Medium
SMP-2026-0998,16-06-2026 04:00,LOC-108,16.9,7.24,15.08,8.08,230,PP,Film,2.55,Medium
SMP-2026-0999,16-06-2026 08:00,LOC-102,19.1,7.5,24.83,8.16,604,PE,Foam,2.28,High
SMP-2026-1000,16-06-2026 12:00,LOC-109,14,6.88,26.11,9.26,473,PP,Fiber,1.02,High
